borough,zip_code,persons_injured,persons_killed,pedestrian_injured,pedestrian_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed,factor1,factor2,factor3,factor4,factor5,vehicle1,vehicle2,vehicle3,vehicle4,vehicle5,datetime
Brooklyn,11225,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:20
Brooklyn,11237,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Taxi,,,,,11/13/2018 18:20
Queens,11692,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 18:21
Brooklyn,11231,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 18:25
Bronx,10451,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,FDNY,,,,11/13/2018 18:30
Bronx,10451,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,FDNY,,,,11/13/2018 18:30
Bronx,10456,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 18:30
Brooklyn,11204,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 18:30
Brooklyn,11218,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:30
Brooklyn,11230,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,,,Sedan,Sedan,Sedan,,,11/13/2018 18:30
Brooklyn,11249,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Box Truck,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:30
Queens,11378,1,0,1,0,0,0,0,0,Turning Improperly,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 18:30
Manhattan,10035,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 18:40
Queens,11413,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 18:43
Brooklyn,11235,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:45
Brooklyn,11220,1,0,1,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 18:45
Manhattan,10003,0,0,0,0,0,0,0,0,Unspecified,,,,,Taxi,,,,,11/13/2018 18:50
Manhattan,10019,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Bus,,,,11/13/2018 18:50
Queens,11357,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:50
Manhattan,10003,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Taxi,Taxi,,,,11/13/2018 18:55
Queens,11385,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Bike,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 18:55
Manhattan,10025,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 19:00
Queens,11372,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 19:00
Brooklyn,11220,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Box Truck,,,,11/13/2018 19:10
Brooklyn,11230,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 19:11
Queens,11433,4,0,0,0,0,0,4,0,Traffic Control Disregarded,Unspecified,Unspecified,,,Sedan,Sedan,Sedan,,,11/13/2018 19:11
Brooklyn,11235,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 19:13
Brooklyn,11235,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 19:15
Manhattan,10019,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 19:15
Bronx,10453,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Sedan,Sedan,,,,11/13/2018 19:30
Bronx,10455,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 19:30
Brooklyn,11217,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,Station Wagon/Sport Utility Vehicle,Taxi,,,,11/13/2018 19:30
Manhattan,10033,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Turning Improperly,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 19:30
Staten Island,10305,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 19:30
Queens,11375,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 19:32
Brooklyn,11219,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 19:34
Brooklyn,11203,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 19:36
Brooklyn,11216,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 19:40
Queens,11426,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Sedan,,,,,11/13/2018 19:40
Manhattan,10016,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Taxi,,,,11/13/2018 19:45
Manhattan,10019,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Tractor Truck Diesel,Sedan,,,,11/13/2018 19:50
Manhattan,10022,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,Sedan,Sedan,,,,11/13/2018 19:50
Manhattan,10036,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Flat Bed,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 19:50
Queens,11421,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 19:50
Queens,11385,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,Bus,Sedan,,,,11/13/2018 1:13
Manhattan,10035,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Station Wagon/Sport Utility Vehicle,Garbage or Refuse,,,,11/13/2018 1:20
Manhattan,10024,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 1:45
Brooklyn,11234,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 20:00
Queens,11103,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 20:00
Brooklyn,11204,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,11/13/2018 20:18
Bronx,10467,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 20:30
Queens,11414,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 20:30
Manhattan,10040,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 20:40
Manhattan,10023,0,0,0,0,0,0,0,0,Other Vehicular,View Obstructed/Limited,,,,Tractor Truck Diesel,Sedan,,,,11/13/2018 20:49
Brooklyn,11222,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Garbage or Refuse,Sedan,,,,11/13/2018 21:00
Manhattan,10016,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 21:00
Queens,11436,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Dump,Sedan,,,,11/13/2018 21:00
Manhattan,10005,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Dump,Taxi,,,,11/13/2018 21:10
Manhattan,10021,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 21:10
Staten Island,10312,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 21:10
Brooklyn,11220,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 21:15
Brooklyn,11211,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 21:19
Manhattan,10026,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 21:40
Queens,11421,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 21:45
Manhattan,10017,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 21:50
Bronx,10455,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 22:00
Queens,11372,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,Sedan,Sedan,,,,11/13/2018 22:10
Bronx,10461,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Pick-up Truck,,,,11/13/2018 22:11
Brooklyn,11205,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 22:15
Queens,11373,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 22:15
Queens,11356,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 22:19
Manhattan,10009,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Pick-up Truck,Sedan,,,,11/13/2018 22:30
Manhattan,10032,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,Sedan,Sedan,,,,11/13/2018 22:30
Brooklyn,11208,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Bike,,,,11/13/2018 23:15
Brooklyn,11204,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Taxi,,,,11/13/2018 2:08
Manhattan,10010,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Taxi,Taxi,,,,11/13/2018 2:15
Manhattan,10034,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,Taxi,Garbage or Refuse,Station Wagon/Sport Utility Vehicle,Taxi,,11/13/2018 2:40
Bronx,10465,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 3:00
Manhattan,10009,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,Taxi,Taxi,,,,11/13/2018 3:30
Brooklyn,11203,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 3:45
Manhattan,10003,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 3:47
Brooklyn,11201,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 4:45
Brooklyn,11205,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Box Truck,,,,11/13/2018 5:20
Brooklyn,11234,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 5:45
Manhattan,10029,0,0,0,0,0,0,0,0,Other Vehicular,,,,,,,,,,11/13/2018 5:55
Bronx,10454,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 6:00
Queens,11357,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 6:00
Staten Island,10305,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 6:00
Manhattan,10128,0,0,0,0,0,0,0,0,Unspecified,,,,,Taxi,,,,,11/13/2018 6:04
Queens,11372,1,0,1,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 6:05
Queens,11373,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,Sedan,,,,,11/13/2018 6:15
Manhattan,10032,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Taxi,,,,11/13/2018 6:30
Queens,11385,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 6:32
Bronx,10472,0,0,0,0,0,0,0,0,Other Vehicular,Passing or Lane Usage Improper,,,,Sedan,Pick-up Truck,,,,11/13/2018 6:37
Brooklyn,11213,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 6:43
Manhattan,10038,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 6:45
Queens,11370,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Pick-up Truck,CAT,,,,11/13/2018 6:45
Brooklyn,11218,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,Bike,Sedan,,,,11/13/2018 6:47
Queens,11420,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 6:50
Manhattan,10030,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 6:55
Bronx,10454,0,0,0,0,0,0,0,0,Passenger Distraction,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/13/2018 7:00
Brooklyn,11219,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,,,,,11/13/2018 7:00
Brooklyn,11226,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,Sedan,Sedan,Sedan,,,11/13/2018 7:00
Staten Island,10310,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/13/2018 7:00
Brooklyn,11213,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,Sedan,,,,,11/13/2018 7:00
Queens,11420,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Convertible,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 7:05
Manhattan,10024,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Bus,,,,11/13/2018 7:12
Manhattan,10028,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Tractor Truck Diesel,Sedan,,,,11/13/2018 7:13
Queens,11413,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Pick-up Truck,,,,11/13/2018 7:15
Brooklyn,11238,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 7:16
Brooklyn,11228,1,0,0,0,0,0,1,0,Fell Asleep,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 7:18
Bronx,10457,0,0,0,0,0,0,0,0,Unspecified,,,,,Bus,,,,,11/13/2018 7:30
Manhattan,10019,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 7:30
Bronx,10473,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,Sedan,Pick-up Truck,,,,11/13/2018 7:33
Queens,11372,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Bus,,,,11/13/2018 7:35
Queens,11423,0,0,0,0,0,0,0,0,,,,,,,,,,,11/13/2018 7:40
Brooklyn,11205,0,0,0,0,0,0,0,0,Failure to Keep Right,Passing Too Closely,,,,Station Wagon/Sport Utility Vehicle,Bus,,,,11/13/2018 7:45
